tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svIn,w_svTot,w_1stWon,w_2ndWon,w_SvGms,w_bpIn,w_bpTot,l_ace,l_df,l_svIn,l_svTot,l_1stWon,l_2ndWon,l_SvGms,l_bpIn,l_bpTot,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2025-319,Kitzbuhel,Clay,32,A,,15,marton-fucsovics,8,,Marton Fucsovics,R,0,HUN,0.0,joel-schwaerzler,,WC,Joel Schwaerzler,R,0,AUT,0.0,6-2  2-6  6-3 .,3,R32,107,6,3,55,81,39,9,13,7,11,5,2,41,70,32,16,12,5,7,0,0,0,0
2025-311,London,Grass,32,A,,15,roberto-bautista agut,,,Roberto Bautista Agut,R,0,ESP,0.0,nuno-borges,,,Nuno Borges,R,0,POR,0.0,6-7(6) 7-5  6-4 .,3,R32,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-7480,Los Cabos,Hard,32,A,,15,juan pablo-ficovich,,,Juan Pablo Ficovich,R,0,ARG,0.0,alibek-kachmazov,,,Alibek Kachmazov,R,0,RUS,0.0,6-3  6-2 .,3,R32,72,2,8,16,42,10,15,8,1,4,2,2,31,49,26,12,9,1,1,0,0,0,0
2025-1536,Madrid,Clay,32,A,,15,tristan-boyer,,,Tristan Boyer,R,0,USA,0.0,jesper-de jong,10,,Jesper de Jong,R,0,NED,0.0,3-6  7-6(4) 6-4 .,3,Unknown,139,6,3,62,92,47,19,16,2,4,7,5,60,94,49,17,15,7,9,0,0,0,0
2025-8994,Mallorca,Grass,32,A,,15,learner-tien,,,Learner Tien,R,0,USA,0.0,justin-engel,,WC,Justin Engel,R,0,GER,0.0,6-4  6-4 .,3,R32,74,8,2,41,58,32,11,10,5,5,6,2,28,52,25,11,10,1,3,0,0,0,0
2025-360,Marrakech,Clay,32,A,,15,roberto-carballes baena,5,,Roberto Carballes Baena,R,0,ESP,0.0,taha-baadi,,WC,Taha Baadi,R,0,MAR,0.0,7-6(3) 6-3 .,3,R32,121,1,7,48,79,35,14,11,3,5,1,0,54,82,33,14,10,9,12,0,0,0,0
2025-496,Marseille,Hard,32,A,,15,otto-virtanen,,,Otto Virtanen,R,0,FIN,0.0,sebastian-korda,5,,Sebastian Korda,R,0,USA,0.0,6-7(3) 7-6(4) 6-4 .,3,R32,152,19,4,72,120,55,23,17,6,8,11,4,69,105,50,20,17,2,5,0,0,0,0
2025-403,Miami,Hard,32,A,,15,alexander-shevchenko,10,,Alexander Shevchenko,R,0,KAZ,0.0,lukas-klein,,,Lukas Klein,R,0,SVK,0.0,6-3  7-6(5).,3,Unknown,91,4,0,56,74,38,8,10,3,5,3,5,47,75,33,10,11,10,14,0,0,0,0
2025-410,Monte Carlo,Clay,32,A,,15,dusan-lajovic,,WC,Dusan Lajovic,R,0,SRB,0.0,laslo-djere,,,Laslo Djere,R,0,SRB,0.0,6-4  6-2 .,3,Unknown,92,4,6,49,78,30,10,9,7,11,0,1,40,60,30,11,9,5,6,0,0,0,0
2025-375,Montpellier,Clay,32,A,,15,yunchaokete-bu,8,,Yunchaokete Bu,R,0,CHN,0.0,daniel-altmaier,,,Daniel Altmaier,R,0,GER,0.0,7-6(1) 6-3 .,3,R32,103,4,0,38,61,31,16,10,2,2,6,1,56,79,35,12,11,2,4,0,0,0,0
2025-308,Munich,Clay,32,A,,15,david-goffin,,,David Goffin,R,0,BEL,0.0,billy-harris,,LL,Billy Harris,R,0,GBR,0.0,6-2 6-7(2) 6-4 .,3,R32,149,1,3,56,102,38,21,15,10,15,6,3,49,99,39,26,15,6,8,0,0,0,0
2025-6932,Rio De Janeiro,Clay,32,A,,15,thiago-monteiro,,WC,Thiago Monteiro,R,0,BRA,0.0,facundo-diaz acosta,,,Facundo Diaz Acosta,R,0,ARG,0.0,3-6  6-3  7-6(3).,3,R32,159,8,3,58,89,46,17,15,4,5,6,3,57,93,44,20,15,1,2,0,0,0,0
2025-416,Rome,Clay,32,A,,15,hugo-dellien,10,,Hugo Dellien,R,0,BOL,0.0,marc-andrea-huesler,,,Marc-Andrea Huesler,R,0,SUI,0.0,6-3 6-7(1) 6-3 .,3,Unknown,136,5,1,65,89,49,13,16,4,6,6,3,63,104,44,17,14,10,14,0,0,0,0
2025-407,Rotterdam,Hard,32,A,,15,stefanos-tsitsipas,6/WC,,Stefanos Tsitsipas,R,0,GRE,0.0,harold-mayot,,Q,Harold Mayot,R,0,FRA,0.0,6-1  7-5 .,3,R32,83,4,2,31,55,27,16,10,0,0,1,1,39,65,22,15,9,10,13,0,0,0,0
2025-440,S Hertogenbosch,Grass,32,A,,15,nuno-borges,7,,Nuno Borges,R,0,POR,0.0,nishesh-basavareddy,NG,,Nishesh Basavareddy,R,0,USA,0.0,7-6(2) 6-2 .,3,R32,73,12,1,42,53,36,6,10,2,3,2,7,37,69,24,15,10,4,7,0,0,0,0
2025-8996,Santiago,Clay,32,A,,15,cristian-garin,,WC,Cristian Garin,R,0,CHI,0.0,juan pablo-ficovich,,Q,Juan Pablo Ficovich,R,0,ARG,0.0,2-6  6-4  6-4 .,3,R32,150,9,2,58,87,39,17,14,4,7,3,1,66,110,43,24,14,13,16,0,0,0,0
2025-321,Stuttgart,Clay,32,A,,15,jiri-lehecka,8,,Jiri Lehecka,R,0,CZE,0.0,benjamin-bonzi,,,Benjamin Bonzi,R,0,FRA,0.0,6-4  6-4 .,3,R32,75,4,0,49,69,33,9,10,4,6,13,2,37,56,33,10,10,2,2,0,0,0,0
2025-421,Toronto,Hard,32,A,,15,ugo-blanchet,24,,Ugo Blanchet,R,0,FRA,0.0,chun-hsin-tseng,2,,Chun-Hsin Tseng,R,0,TPE,0.0,6-4  7-5 .,3,Unknown,107,5,6,37,84,24,24,11,7,10,6,6,35,72,28,21,11,5,6,0,0,0,0
2025-439,Umag,Clay,32,A,,15,stan-wawrinka,,,Stan Wawrinka,R,0,SUI,0.0,alvaro-guillen meza,,Q,Alvaro Guillen Meza,R,0,ECU,0.0,6-4  6-1 .,3,R32,73,0,4,33,43,19,1,8,1,6,0,0,29,50,20,12,9,4,6,0,0,0,0
2025-418,Washington,Clay,32,A,,15,billy-harris,5,,Billy Harris,R,0,GBR,0.0,moerani-bouzige,,,Moerani Bouzige,R,0,AUS,0.0,6-4  7-6(6).,3,Unknown,120,7,3,40,75,29,17,11,3,6,5,5,47,77,33,10,11,5,9,0,0,0,0
2025-422,Cincinnati,Hard,32,A,,15,colton-smith,,,Colton Smith,R,0,USA,0.0,tristan-schoolkate,9,,Tristan Schoolkate,R,0,AUS,0.0,6-4  6-4 .,3,Unknown,97,7,1,28,61,20,15,10,1,4,8,3,48,70,37,9,10,3,4,0,0,0,0
2025-9900,Perth Sydney,Hard,32,A,,15,casper-ruud,15,,Casper Ruud,R,0,NOR,0.0,tomas-machac,8,,Tomas Machac,R,0,CZE,0.0,7-6(6) 5-7  6-4 .,3,Unknown,174,7,13,63,70,71,41,17,40,2,12,6,65,75,75,46,17,67,6,0,0,0,0
2025-807,Acapulco,Hard,32,A,,14,david-goffin,,,David Goffin,R,0,BEL,0.0,rinky-hijikata,,,Rinky Hijikata,R,0,AUS,0.0,6-2  6-3 .,3,R32,84,3,0,23,35,19,10,8,0,1,0,5,45,79,24,14,9,10,15,0,0,0,0
2025-8998,Adelaide,Hard,32,A,,14,thanasi-kokkinakis,,WC,Thanasi Kokkinakis,R,0,AUS,0.0,yoshihito-nishioka,,,Yoshihito Nishioka,R,0,JPN,0.0,6-3  3-6  6-3 .,3,R32,130,4,2,54,89,36,18,13,9,12,15,3,60,88,44,14,14,3,5,0,0,0,0
2025-301,Auckland,Hard,32,A,,14,zizou-bergs,,Q,Zizou Bergs,R,0,BEL,0.0,isaac-becroft,,WC,Isaac Becroft,R,0,NZL,0.0,6-3  7-5 .,3,R32,88,9,2,38,70,32,16,11,3,4,1,2,35,53,22,10,10,1,4,0,0,0,0
2025-425,Barcelona,Clay,32,A,,14,laslo-djere,10,,Laslo Djere,R,0,SRB,0.0,daniel-rincon,,WC,Daniel Rincon,R,0,ESP,0.0,6-3  7-5 .,3,Unknown,97,3,1,32,67,23,15,11,4,8,3,2,36,55,27,9,10,0,1,0,0,0,0
2025-316,Bastad,Clay,32,A,,14,luciano-darderi,6,,Luciano Darderi,R,0,ITA,0.0,raphael-collignon,,,Raphael Collignon,R,0,BEL,0.0,6-2  2-6  6-2 .,3,R32,129,5,4,53,81,35,12,12,6,10,5,2,55,91,37,20,12,6,8,0,0,0,0
2025-339,Brisbane,Hard,32,A,,14,nishesh-basavareddy,12,,Nishesh Basavareddy,R,0,USA,0.0,lucas-pouille,6,,Lucas Pouille,R,0,FRA,0.0,6-4  6-4 .,3,Unknown,76,10,6,37,63,28,9,10,4,7,7,2,36,50,28,10,10,1,2,0,0,0,0
2025-4462,Bucharest,Clay,32,A,,14,richard-gasquet,,WC,Richard Gasquet,R,0,FRA,0.0,botic-van de zandschulp,,,Botic van de Zandschulp,R,0,NED,0.0,4-6  7-5  6-1 .,3,R32,139,5,5,55,93,36,15,14,9,15,2,2,63,98,41,18,15,6,10,0,0,0,0
2025-506,Buenos Aires,Clay,32,A,,14,mariano-navone,,,Mariano Navone,R,0,ARG,0.0,francisco-comesana,,WC,Francisco Comesana,R,0,ARG,0.0,6-4  6-4 .,3,R32,99,2,3,38,61,27,13,10,1,2,1,4,33,57,22,10,10,2,5,0,0,0,0
2025-424,Dallas,Hard,32,A,,14,rinky-hijikata,,,Rinky Hijikata,R,0,AUS,0.0,adrian-mannarino,,,Adrian Mannarino,R,0,FRA,0.0,7-5  6-3 .,3,R32,86,5,0,42,61,33,12,11,0,0,8,1,40,61,29,10,10,1,3,0,0,0,0
2025-499,Delray Beach,Clay,32,A,,14,cameron-norrie,,,Cameron Norrie,R,0,GBR,0.0,zachary-svajda,,Q,Zachary Svajda,R,0,USA,0.0,7-5  6-4 .,3,R32,88,3,0,46,65,29,8,11,7,12,5,0,38,59,27,11,11,3,6,0,0,0,0
2025-451,Doha,Hard,32,A,,14,fabian-marozsan,,,Fabian Marozsan,R,0,HUN,0.0,aziz-dougaz,,WC,Aziz Dougaz,R,0,TUN,0.0,7-5  6-3 .,3,R32,88,7,0,38,63,29,18,11,1,1,6,2,54,73,37,8,10,11,13,0,0,0,0
2025-495,Dubai,Hard,32,A,,14,giovanni-mpetshi perricard,,,Giovanni Mpetshi Perricard,R,0,FRA,0.0,zhizhen-zhang,,,Zhizhen Zhang,R,0,CHN,0.0,6-3  7-6(3).,3,R32,87,13,2,49,71,42,12,11,2,2,7,1,48,70,37,11,10,6,7,0,0,0,0
2025-741,Eastbourne,Hard,32,A,,14,joao-fonseca,,,Joao Fonseca,R,0,BRA,0.0,zizou-bergs,,,Zizou Bergs,R,0,BEL,0.0,6-7(8) 6-0  6-3 .,3,R32,128,14,8,67,102,42,15,13,7,12,3,2,71,90,50,14,14,2,3,0,0,0,0
2025-322,Geneva,Hard,32,A,,14,alexei-popyrin,5,,Alexei Popyrin,R,0,AUS,0.0,nicolas-jarry,,,Nicolas Jarry,R,0,CHI,0.0,6-4  3-6  7-5 .,3,R32,147,5,4,59,94,43,16,15,6,9,13,3,62,100,44,18,16,6,10,0,0,0,0
2025-314,Gstaad,Clay,32,A,,14,kamil-majchrzak,,,Kamil Majchrzak,R,0,POL,0.0,terence-atmane,,,Terence Atmane,R,0,FRA,0.0,6-4  3-6  6-2 .,3,R32,109,10,3,42,73,33,18,13,2,4,13,7,59,94,39,17,14,4,8,0,0,0,0
2025-500,Halle,Grass,32,A,,14,fabian-marozsan,,,Fabian Marozsan,R,0,HUN,0.0,miomir-kecmanovic,,,Miomir Kecmanovic,R,0,SRB,0.0,6-7(3) 6-4  6-4 .,3,R32,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-414,Hamburg,Clay,32,A,,14,francisco-cerundolo,4,,Francisco Cerundolo,R,0,ARG,0.0,pedro-martinez,,,Pedro Martinez,R,0,ESP,0.0,6-2  6-3 .,3,R32,88,0,1,44,57,17,3,8,3,10,6,6,23,53,13,14,9,1,5,0,0,0,0
2025-336,Hong Kong,Hard,32,A,,14,fabian-marozsan,,,Fabian Marozsan,R,0,HUN,0.0,roman-safiullin,,,Roman Safiullin,R,0,RUS,0.0,6-1  7-6(9).,3,R32,93,4,3,47,72,29,8,9,10,16,6,3,41,70,30,14,10,1,5,0,0,0,0
2025-717,Houston,Clay,32,A,,14,corentin-denolly,,Q,Corentin Denolly,R,0,FRA,0.0,brandon-holt,,,Brandon Holt,R,0,USA,0.0,7-6(7) 7-6(8).,3,R32,139,5,0,61,89,43,17,12,2,4,1,6,74,109,56,13,12,5,7,0,0,0,0
2025-404,Indian Wells,Hard,32,A,,14,alexis-galarneau,,,Alexis Galarneau,R,0,CAN,0.0,arthur-cazaux,11,,Arthur Cazaux,R,0,FRA,0.0,6-4  4-6  6-4 .,3,Unknown,156,7,4,53,97,38,20,15,6,10,2,2,61,97,40,19,15,4,7,0,0,0,0
2025-319,Kitzbuhel,Clay,32,A,,14,norbert-gombos,,Q,Norbert Gombos,R,0,SVK,0.0,hugo-gaston,,,Hugo Gaston,R,0,FRA,0.0,6-3  6-4 .,3,R32,86,0,4,30,59,19,15,9,5,8,4,0,41,64,28,16,10,4,5,0,0,0,0
2025-311,London,Grass,32,A,,14,jacob-fearnley,,,Jacob Fearnley,R,0,GBR,0.0,alex-bolt,,Q,Alex Bolt,R,0,AUS,0.0,6-2  6-4 .,3,R32,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-7480,Los Cabos,Hard,32,A,,14,alex-hernandez,,WC,Alex Hernandez,R,0,MEX,0.0,taro-daniel,,,Taro Daniel,R,0,JPN,0.0,3-6  7-5  6-4 .,3,R32,147,11,3,52,90,41,16,15,3,6,3,1,57,82,42,15,16,1,4,0,0,0,0
2025-1536,Madrid,Clay,32,A,,14,vit-kopriva,11,,Vit Kopriva,R,0,CZE,0.0,roman andres-burruchaga,,,Roman Andres Burruchaga,R,0,ARG,0.0,7-5  5-7  6-4 .,3,Unknown,172,3,6,71,111,46,17,17,9,14,1,9,62,111,40,23,17,8,14,0,0,0,0
2025-8994,Mallorca,Grass,32,A,,14,daniel-altmaier,8,,Daniel Altmaier,R,0,GER,0.0,fabio-fognini,,WC,Fabio Fognini,R,0,ITA,0.0,6-3  3-6  6-3 .,3,R32,107,1,5,39,76,29,21,13,3,6,10,7,59,91,40,17,14,6,8,0,0,0,0
2025-360,Marrakech,Clay,32,A,,14,raphael-collignon,,,Raphael Collignon,R,0,BEL,0.0,fabio-fognini,,,Fabio Fognini,R,0,ITA,0.0,6-3  6-3 .,3,R32,82,1,4,24,55,14,16,9,4,8,2,4,40,55,30,7,9,3,4,0,0,0,0
2025-496,Marseille,Hard,32,A,,14,lorenzo-sonego,7,,Lorenzo Sonego,R,0,ITA,0.0,botic-van de zandschulp,,,Botic van de Zandschulp,R,0,NED,0.0,6-1  3-6  6-3 .,3,R32,119,7,0,55,79,40,13,13,0,1,6,3,45,72,33,13,12,4,7,0,0,0,0
2025-403,Miami,Hard,32,A,,14,chun-hsin-tseng,11,,Chun-Hsin Tseng,R,0,TPE,0.0,alejandro-moro canas,,,Alejandro Moro Canas,R,0,ESP,0.0,7-6(6) 6-2 .,3,Unknown,95,5,4,37,63,33,13,10,1,2,2,0,41,62,25,11,10,1,4,0,0,0,0
2025-410,Monte Carlo,Clay,32,A,,14,fabian-marozsan,,,Fabian Marozsan,R,0,HUN,0.0,zizou-bergs,1,,Zizou Bergs,R,0,BEL,0.0,6-2  7-6(5).,3,Unknown,84,1,4,37,61,23,11,10,4,8,1,0,44,59,33,8,10,1,3,0,0,0,0
2025-375,Montpellier,Clay,32,A,,14,arthur-cazaux,,,Arthur Cazaux,R,0,FRA,0.0,stan-wawrinka,,WC,Stan Wawrinka,R,0,SUI,0.0,6-4  6-3 .,3,R32,88,8,1,33,64,24,14,10,5,8,0,0,34,56,29,11,9,2,2,0,0,0,0
2025-308,Munich,Clay,32,A,,14,tallon-griekspoor,,,Tallon Griekspoor,R,0,NED,0.0,learner-tien,,Q,Learner Tien,R,0,USA,0.0,6-4  6-2 .,3,R32,71,7,1,37,52,29,9,9,4,4,0,3,39,63,24,13,9,4,7,0,0,0,0
2025-6932,Rio De Janeiro,Clay,32,A,,14,jaume-munar,,,Jaume Munar,R,0,ESP,0.0,thiago-seyboth wild,,,Thiago Seyboth Wild,R,0,BRA,0.0,6-4  3-6  6-0 .,3,R32,115,3,3,47,71,34,11,12,5,7,1,2,44,70,28,13,13,2,7,0,0,0,0
2025-416,Rome,Clay,32,A,,14,tomas-barrios vera,,,Tomas Barrios Vera,R,0,CHI,0.0,billy-harris,11,,Billy Harris,R,0,GBR,0.0,6-2  6-4 .,3,Unknown,81,3,2,29,58,19,13,9,2,5,2,2,36,52,31,6,9,2,2,0,0,0,0
2025-407,Rotterdam,Hard,32,A,,14,hubert-hurkacz,8,,Hubert Hurkacz,R,0,POL,0.0,flavio-cobolli,,,Flavio Cobolli,R,0,ITA,0.0,6-3  6-2 .,3,R32,77,4,3,33,55,21,10,8,3,6,7,1,27,48,23,14,9,1,1,0,0,0,0
2025-440,S Hertogenbosch,Grass,32,A,,14,nicolas-jarry,,,Nicolas Jarry,R,0,CHI,0.0,luciano-darderi,8,,Luciano Darderi,R,0,ITA,0.0,5-7  6-4  7-6(3).,3,R32,150,15,4,77,111,57,20,17,10,12,7,3,75,113,53,23,17,7,9,0,0,0,0
2025-8996,Santiago,Clay,32,A,,14,yannick-hanfmann,,,Yannick Hanfmann,R,0,GER,0.0,facundo-diaz acosta,,,Facundo Diaz Acosta,R,0,ARG,0.0,7-5  6-3 .,3,R32,92,3,1,33,51,27,10,10,1,3,4,6,40,72,25,12,11,5,10,0,0,0,0
2025-321,Stuttgart,Clay,32,A,,14,giovanni-mpetshi perricard,,,Giovanni Mpetshi Perricard,R,0,FRA,0.0,roman-safiullin,,,Roman Safiullin,R,0,RUS,0.0,7-6(10) 3-6  7-5 .,3,R32,135,13,3,57,97,48,27,17,1,3,26,5,84,119,67,15,16,15,17,0,0,0,0
2025-421,Toronto,Hard,32,A,,14,tristan-schoolkate,3,,Tristan Schoolkate,R,0,AUS,0.0,govind-nanda,27,,Govind Nanda,R,0,USA,0.0,6-3  6-0 .,3,Unknown,60,8,4,24,44,23,12,8,2,2,1,2,29,45,18,3,7,1,5,0,0,0,0
2025-439,Umag,Clay,32,A,,14,vit-kopriva,8,,Vit Kopriva,R,0,CZE,0.0,raphael-collignon,,,Raphael Collignon,R,0,BEL,0.0,3-6  6-4  6-3 .,3,R32,154,6,7,47,82,31,14,14,6,12,7,3,67,104,43,16,14,11,16,0,0,0,0
2025-418,Washington,Clay,32,A,,14,zachary-svajda,6,,Zachary Svajda,R,0,USA,0.0,yosuke-watanuki,9,,Yosuke Watanuki,R,0,JPN,0.0,6-3  1-6  7-6(2).,3,Unknown,114,14,6,43,95,32,31,14,2,4,9,2,38,78,27,28,14,1,2,0,0,0,0
2025-422,Cincinnati,Hard,32,A,,14,li-tu,,,Li Tu,R,0,AUS,0.0,james-duckworth,10,,James Duckworth,R,0,AUS,0.0,7-6(4) 6-4 .,3,Unknown,94,8,3,36,70,28,21,11,2,3,13,5,37,67,33,18,11,1,1,0,0,0,0
2025-807,Acapulco,Hard,32,A,,13,learner-tien,,Q,Learner Tien,R,0,USA,0.0,cameron-norrie,,,Cameron Norrie,R,0,GBR,0.0,7-6(5) 6-3 .,3,R32,111,2,1,43,61,29,8,10,2,5,6,1,54,77,30,8,11,2,7,0,0,0,0
2025-8998,Adelaide,Hard,32,A,,13,christopher-o'connell,,,Christopher O'Connell,R,0,AUS,0.0,arthur-rinderknech,,,Arthur Rinderknech,R,0,FRA,0.0,7-5  7-6(5).,3,R32,99,7,1,48,71,37,16,12,5,6,9,1,40,66,35,18,12,1,1,0,0,0,0
2025-301,Auckland,Hard,32,A,,13,roberto-carballes baena,,,Roberto Carballes Baena,R,0,ESP,0.0,daniel-altmaier,,LL,Daniel Altmaier,R,0,GER,0.0,6-3  3-6  7-5 .,3,R32,158,4,2,55,86,39,19,15,4,7,7,2,70,111,49,13,15,13,17,0,0,0,0
2025-425,Barcelona,Clay,32,A,,13,ethan-quinn,Alt,,Ethan Quinn,R,0,USA,0.0,borna-coric,,,Borna Coric,R,0,CRO,0.0,2-6  6-4  6-3 .,3,Unknown,144,2,1,53,87,33,17,13,5,9,6,5,51,90,36,16,14,2,6,0,0,0,0
2025-316,Bastad,Clay,32,A,,13,jesper-de jong,,,Jesper de Jong,R,0,NED,0.0,william-rejchtman vinciguerra,,WC,William Rejchtman Vinciguerra,R,0,SWE,0.0,6-3  6-2 .,3,R32,82,1,4,37,66,19,16,8,3,6,8,1,28,49,23,15,9,0,0,0,0,0,0
2025-339,Brisbane,Hard,32,A,,13,mikhail-kukushkin,7,,Mikhail Kukushkin,R,0,KAZ,0.0,tristan-schoolkate,,,Tristan Schoolkate,R,0,AUS,0.0,6-4  6-4 .,3,Unknown,96,5,2,30,57,19,13,10,1,5,6,0,34,55,27,10,10,0,2,0,0,0,0
2025-4462,Bucharest,Clay,32,A,,13,filip cristian-jianu,,WC,Filip Cristian Jianu,R,0,ROU,0.0,nishesh-basavareddy,,,Nishesh Basavareddy,R,0,USA,0.0,6-3  6-4 .,3,R32,92,1,2,28,58,19,10,10,1,6,0,0,42,52,28,6,9,3,5,0,0,0,0
2025-506,Buenos Aires,Clay,32,A,,13,thiago-seyboth wild,,,Thiago Seyboth Wild,R,0,BRA,0.0,facundo-diaz acosta,,,Facundo Diaz Acosta,R,0,ARG,0.0,3-6  6-2  6-3 .,3,R32,128,10,5,51,80,33,15,13,7,11,4,2,49,77,35,16,13,2,4,0,0,0,0
2025-424,Dallas,Hard,32,A,,13,ethan-quinn,,Q,Ethan Quinn,R,0,USA,0.0,trevor-svajda,,WC,Trevor Svajda,R,0,USA,0.0,6-4  6-2 .,3,R32,85,9,1,43,55,33,7,9,2,2,0,1,52,74,30,10,9,6,9,0,0,0,0
2025-499,Delray Beach,Clay,32,A,,13,ethan-quinn,,LL,Ethan Quinn,R,0,USA,0.0,tristan-boyer,,Q,Tristan Boyer,R,0,USA,0.0,6-2 6-7(5) 7-6(2).,3,R32,192,6,3,81,128,63,21,16,12,14,4,3,81,120,51,22,16,4,8,0,0,0,0
2025-451,Doha,Hard,32,A,,13,christopher-o'connell,,Q,Christopher O'Connell,R,0,AUS,0.0,hady-habib,,WC,Hady Habib,R,0,LBN,0.0,7-6(7) 7-6(3).,3,R32,116,12,2,53,86,41,20,12,1,2,6,1,65,90,44,16,12,4,5,0,0,0,0
2025-495,Dubai,Hard,32,A,,13,alexei-popyrin,,,Alexei Popyrin,R,0,AUS,0.0,hady-habib,,WC,Hady Habib,R,0,LBN,0.0,6-2  6-4 .,3,R32,65,8,1,30,45,28,9,9,0,0,9,1,27,52,20,12,9,3,6,0,0,0,0
2025-741,Eastbourne,Hard,32,A,,13,lorenzo-sonego,,,Lorenzo Sonego,R,0,ITA,0.0,fabian-marozsan,,,Fabian Marozsan,R,0,HUN,0.0,6-2  6-4 .,3,R32,78,2,2,39,52,24,5,9,0,3,1,3,32,54,27,12,9,2,2,0,0,0,0
2025-322,Geneva,Hard,32,A,,13,nuno-borges,,,Nuno Borges,R,0,POR,0.0,alex-michelsen,7,,Alex Michelsen,R,0,USA,0.0,4-6  6-3  6-3 .,3,R32,101,4,1,57,86,41,19,14,4,5,6,1,48,74,35,13,14,1,4,0,0,0,0
2025-314,Gstaad,Clay,32,A,,13,dominic-stricker,,WC,Dominic Stricker,R,0,SUI,0.0,pierre-hugues-herbert,,,Pierre-Hugues Herbert,R,0,FRA,0.0,4-6  6-4  6-2 .,3,R32,106,9,0,43,77,33,24,14,1,2,7,10,40,78,32,20,14,3,6,0,0,0,0
2025-500,Halle,Grass,32,A,,13,stefanos-tsitsipas,,,Stefanos Tsitsipas,R,0,GRE,0.0,luciano-darderi,,,Luciano Darderi,R,0,ITA,0.0,6-4  3-6  7-6(5).,3,R32,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-414,Hamburg,Clay,32,A,,13,luciano-darderi,,,Luciano Darderi,R,0,ITA,0.0,diego-dedura,,WC,Diego Dedura,R,0,GER,0.0,6-1  6-4 .,3,R32,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-336,Hong Kong,Hard,32,A,,13,cameron-norrie,,,Cameron Norrie,R,0,GBR,0.0,learner-tien,,,Learner Tien,R,0,USA,0.0,6-3  7-5 .,3,R32,98,11,1,60,78,38,8,11,5,7,6,5,42,69,27,11,10,5,9,0,0,0,0
2025-717,Houston,Clay,32,A,,13,cristian-garin,,WC,Cristian Garin,R,0,CHI,0.0,alexander-ritschard,,,Alexander Ritschard,R,0,SUI,0.0,6-3  6-4 .,3,R32,100,5,1,30,51,26,14,10,0,0,1,4,41,75,24,21,9,5,7,0,0,0,0
2025-404,Indian Wells,Hard,32,A,,13,nikoloz-basilashvili,,,Nikoloz Basilashvili,R,0,GEO,0.0,christopher-eubanks,12,,Christopher Eubanks,R,0,USA,0.0,6-2  6-4 .,3,Unknown,70,5,1,32,54,20,10,9,5,9,0,1,24,49,18,18,9,1,2,0,0,0,0
2025-319,Kitzbuhel,Clay,32,A,,13,alexander-shevchenko,,,Alexander Shevchenko,R,0,KAZ,0.0,daniel elahi-galan,,,Daniel Elahi Galan,R,0,COL,0.0,2-6  6-3  6-4 .,3,R32,135,8,7,60,106,42,19,14,3,7,4,6,46,93,39,15,13,5,9,0,0,0,0
2025-311,London,Grass,32,A,,13,mackenzie-mcdonald,,Q,Mackenzie McDonald,R,0,USA,0.0,gael-monfils,,,Gael Monfils,R,0,FRA,0.0,6-4  6-4 .,3,R32,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-7480,Los Cabos,Hard,32,A,,13,emilio-nava,,,Emilio Nava,R,0,USA,0.0,aleksandar-vukic,,,Aleksandar Vukic,R,0,AUS,0.0,7-6(4) 6-3 .,3,R32,101,4,0,34,60,24,11,10,2,5,11,6,36,79,30,19,11,4,6,0,0,0,0
2025-1536,Madrid,Clay,32,A,,13,dusan-lajovic,12,,Dusan Lajovic,R,0,SRB,0.0,thiago agustin-tirante,,,Thiago Agustin Tirante,R,0,ARG,0.0,6-3  7-6(6).,3,Unknown,91,2,1,46,73,28,18,11,3,5,3,1,41,58,27,10,10,1,4,0,0,0,0
2025-8994,Mallorca,Grass,32,A,,13,laslo-djere,,,Laslo Djere,R,0,SRB,0.0,yunchaokete-bu,,,Yunchaokete Bu,R,0,CHN,0.0,6-4  6-4 .,3,R32,96,4,4,42,65,27,10,10,8,12,9,1,37,62,27,14,10,5,7,0,0,0,0
2025-360,Marrakech,Clay,32,A,,13,hugo-dellien,,,Hugo Dellien,R,0,BOL,0.0,aleksandar-vukic,,,Aleksandar Vukic,R,0,AUS,0.0,7-5  4-6  7-5 .,3,R32,152,11,0,72,116,53,19,17,11,14,5,0,85,110,57,17,17,3,5,0,0,0,0
2025-496,Marseille,Hard,32,A,,13,hamad-medjedovic,,,Hamad Medjedovic,R,0,SRB,0.0,raphael-collignon,Alt,,Raphael Collignon,R,0,BEL,0.0,6-3  6-4 .,3,R32,87,6,6,54,76,36,8,9,8,10,5,1,42,59,34,11,10,5,5,0,0,0,0
