tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svIn,w_svTot,w_1stWon,w_2ndWon,w_SvGms,w_bpIn,w_bpTot,l_ace,l_df,l_svIn,l_svTot,l_1stWon,l_2ndWon,l_SvGms,l_bpIn,l_bpTot,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2025-422,Cincinnati,Hard,32,A,,55,valentin-royer,,Q,Valentin Royer,R,0,FRA,0.0,sebastian-ofner,PR,,Sebastian Ofner,R,0,AUT,0.0,5-7  6-3  6-3 .,3,R128,105,16,9,40,90,34,25,15,6,9,9,1,50,81,40,20,15,2,3,0,0,0,0
2025-404,Indian Wells,Hard,32,A,,54,botic-van de zandschulp,,LL,Botic van de Zandschulp,R,0,NED,0.0,nick-kyrgios,PR,,Nick Kyrgios,R,0,AUS,0.0,7-6(7) 3-0 RET.,3,R128,83,2,3,35,59,25,13,8,5,7,6,2,34,59,23,9,7,1,4,0,0,0,0
2025-1536,Madrid,Clay,32,A,,54,lorenzo-sonego,,,Lorenzo Sonego,R,0,ITA,0.0,miomir-kecmanovic,,,Miomir Kecmanovic,R,0,SRB,0.0,6-4  7-6(5).,3,R128,123,1,4,58,88,43,15,11,6,6,1,1,49,78,35,16,11,8,9,0,0,0,0
2025-403,Miami,Hard,32,A,,54,thiago agustin-tirante,,Q,Thiago Agustin Tirante,R,0,ARG,0.0,flavio-cobolli,,,Flavio Cobolli,R,0,ITA,0.0,6-1  3-6  6-3 .,3,R128,112,11,1,50,79,37,17,13,4,6,5,3,40,76,28,16,12,5,9,0,0,0,0
2025-410,Monte Carlo,Clay,32,A,,54,lorenzo-musetti,13,,Lorenzo Musetti,R,0,ITA,0.0,jiri-lehecka,,,Jiri Lehecka,R,0,CZE,0.0,1-6  7-5  6-2 .,3,R32,139,4,8,60,105,40,17,13,14,18,3,0,53,76,32,16,14,2,6,0,0,0,0
2025-416,Rome,Clay,32,A,,54,learner-tien,,,Learner Tien,R,0,USA,0.0,reilly-opelka,PR,,Reilly Opelka,R,0,USA,0.0,6-4  7-6(11).,3,R128,108,0,6,36,73,29,22,11,4,6,5,4,49,80,33,16,11,4,7,0,0,0,0
2025-421,Toronto,Hard,32,A,,54,tomas martin-etcheverry,,,Tomas Martin Etcheverry,R,0,ARG,0.0,tallon-griekspoor,24,,Tallon Griekspoor,R,0,NED,0.0,6-4  7-6(4).,3,R64,119,6,6,47,82,30,17,11,6,9,12,1,58,78,40,11,11,7,9,0,0,0,0
2025-418,Washington,Clay,32,A,,54,daniil-medvedev,8,,Daniil Medvedev,R,0,RUS,0.0,yibing-wu,,Q,Yibing Wu,R,0,CHN,0.0,6-3  6-2 .,3,R16,69,11,3,29,38,27,5,8,0,0,2,3,45,65,28,5,9,9,13,0,0,0,0
2025-422,Cincinnati,Hard,32,A,,54,learner-tien,,,Learner Tien,R,0,USA,0.0,leandro-riedi,,Q,Leandro Riedi,R,0,SUI,0.0,6-3  6-4 .,3,R128,78,5,5,43,67,34,13,10,6,6,7,3,25,52,21,14,9,4,6,0,0,0,0
2025-404,Indian Wells,Hard,32,A,,53,adam-walton,,Q,Adam Walton,R,0,AUS,0.0,giulio-zeppieri,,Q,Giulio Zeppieri,R,0,ITA,0.0,7-5  6-1 .,3,R128,75,3,2,38,67,21,13,10,7,12,0,1,38,51,29,6,9,2,3,0,0,0,0
2025-1536,Madrid,Clay,32,A,,53,jan-lennard-struff,,,Jan-Lennard Struff,R,0,GER,0.0,botic-van de zandschulp,,LL,Botic van de Zandschulp,R,0,NED,0.0,7-5 6-2 4-1 RET.,3,R128,102,9,5,42,77,33,12,13,4,8,5,0,37,66,26,17,12,3,6,0,0,0,0
2025-403,Miami,Hard,32,A,,53,coleman-wong,,WC,Coleman Wong,R,0,HKG,0.0,daniel-altmaier,,,Daniel Altmaier,R,0,GER,0.0,6-4  6-3 .,3,R128,71,5,1,35,52,32,10,10,4,4,6,0,36,48,27,5,9,1,3,0,0,0,0
2025-410,Monte Carlo,Clay,32,A,,53,alexei-popyrin,,,Alexei Popyrin,R,0,AUS,0.0,frances-tiafoe,14,,Frances Tiafoe,R,0,USA,0.0,3-6  6-3  6-3 .,3,R32,124,7,2,51,99,32,23,14,10,16,7,6,52,79,35,9,13,4,8,0,0,0,0
2025-416,Rome,Clay,32,A,,53,aleksandar-vukic,,,Aleksandar Vukic,R,0,AUS,0.0,nicolas-moreno de alboran,,Q,Nicolas Moreno De Alboran,R,0,USA,0.0,7-6(2) 6-2 .,3,R128,91,6,1,38,64,29,17,10,3,4,3,0,46,60,29,9,10,5,8,0,0,0,0
2025-421,Toronto,Hard,32,A,,53,alex-michelsen,26,,Alex Michelsen,R,0,USA,0.0,tomas-barrios vera,,Q,Tomas Barrios Vera,R,0,CHI,0.0,7-6(7) 6-3 .,3,R64,116,5,1,50,89,30,19,11,8,12,13,8,36,70,27,17,10,5,7,0,0,0,0
2025-418,Washington,Clay,32,A,,53,alejandro-davidovich fokina,12,,Alejandro Davidovich Fokina,R,0,ESP,0.0,learner-tien,,,Learner Tien,R,0,USA,0.0,6-2  6-2 .,3,R16,70,2,1,27,48,20,14,8,1,1,5,4,25,55,14,13,8,1,5,0,0,0,0
2025-422,Cincinnati,Hard,32,A,,53,camilo-ugo carabelli,,,Camilo Ugo Carabelli,R,0,ARG,0.0,kei-nishikori,,,Kei Nishikori,R,0,JPN,0.0,7-5  6-3 .,3,R128,97,4,3,37,67,30,15,11,2,3,2,4,44,73,28,13,10,5,8,0,0,0,0
2025-404,Indian Wells,Hard,32,A,,52,zizou-bergs,,,Zizou Bergs,R,0,BEL,0.0,ethan-quinn,,Q,Ethan Quinn,R,0,USA,0.0,7-6(2) 6-3 .,3,R128,106,5,1,46,75,34,17,11,4,5,5,1,46,73,28,15,10,5,7,0,0,0,0
2025-1536,Madrid,Clay,32,A,,52,roberto-bautista agut,,,Roberto Bautista Agut,R,0,ESP,0.0,jaume-munar,,,Jaume Munar,R,0,ESP,0.0,6-4  2-6  6-3 .,3,R128,137,2,0,55,85,35,13,14,7,12,6,1,48,73,33,8,13,1,6,0,0,0,0
2025-403,Miami,Hard,32,A,,52,alexander-bublik,,,Alexander Bublik,R,0,KAZ,0.0,sebastian-baez,,,Sebastian Baez,R,0,ARG,0.0,6-3  6-4 .,3,R128,69,9,3,34,54,30,10,10,2,3,0,1,40,51,25,6,9,3,6,0,0,0,0
2025-410,Monte Carlo,Clay,32,A,,52,grigor-dimitrov,15,,Grigor Dimitrov,R,0,BUL,0.0,valentin-vacherot,,WC,Valentin Vacherot,R,0,MON,0.0,4-6  6-3  6-1 .,3,R32,111,0,1,56,75,30,5,13,3,10,4,3,45,79,31,16,13,7,11,0,0,0,0
2025-416,Rome,Clay,32,A,,52,roman andres-burruchaga,,Q,Roman Andres Burruchaga,R,0,ARG,0.0,lorenzo-sonego,,,Lorenzo Sonego,R,0,ITA,0.0,6-2  6-3 .,3,R128,92,1,4,33,57,18,9,9,3,8,0,1,39,58,25,10,8,3,4,0,0,0,0
2025-421,Toronto,Hard,32,A,,52,alexandre-muller,29,,Alexandre Muller,R,0,FRA,0.0,miomir-kecmanovic,,,Miomir Kecmanovic,R,0,SRB,0.0,2-6  6-3  7-5 .,3,R64,127,7,4,63,100,43,17,15,8,12,2,2,35,72,28,19,14,2,6,0,0,0,0
2025-418,Washington,Clay,32,A,,52,brandon-nakashima,14,,Brandon Nakashima,R,0,USA,0.0,cameron-norrie,,,Cameron Norrie,R,0,GBR,0.0,7-6(3) 6-3 .,3,R16,107,12,0,37,60,29,16,10,2,2,3,4,50,75,35,10,11,3,5,0,0,0,0
2025-422,Cincinnati,Hard,32,A,,52,adam-walton,,,Adam Walton,R,0,AUS,0.0,mariano-navone,,LL,Mariano Navone,R,0,ARG,0.0,4-6  7-6(3) 6-1 .,3,R128,159,1,4,46,96,34,28,14,6,9,7,9,51,106,34,25,15,6,11,0,0,0,0
2025-404,Indian Wells,Hard,32,A,,51,tristan-boyer,,WC,Tristan Boyer,R,0,USA,0.0,aleksandar-vukic,,,Aleksandar Vukic,R,0,AUS,0.0,4-6  6-2  7-6(4).,3,R128,139,6,2,61,93,41,19,15,4,7,10,8,56,101,41,21,15,6,10,0,0,0,0
2025-1536,Madrid,Clay,32,A,,51,benjamin-bonzi,,,Benjamin Bonzi,R,0,FRA,0.0,marin-cilic,,WC,Marin Cilic,R,0,CRO,0.0,6-3  6-2 .,3,R128,93,6,1,45,66,30,16,9,5,5,3,3,23,55,16,15,8,2,5,0,0,0,0
2025-403,Miami,Hard,32,A,,51,roberto-carballes baena,,,Roberto Carballes Baena,R,0,ESP,0.0,christopher-o'connell,,Q,Christopher O'Connell,R,0,AUS,0.0,6-3  3-6  7-6(5).,3,R128,154,12,3,74,113,46,23,15,7,10,7,3,56,93,42,18,15,2,5,0,0,0,0
2025-410,Monte Carlo,Clay,32,A,,51,daniel-altmaier,,Q,Daniel Altmaier,R,0,GER,0.0,richard-gasquet,,WC,Richard Gasquet,R,0,FRA,0.0,7-5  5-7  6-2 .,3,R32,156,6,4,55,104,43,18,16,8,13,1,6,48,89,30,19,16,4,11,0,0,0,0
2025-416,Rome,Clay,32,A,,51,francisco-comesana,,,Francisco Comesana,R,0,ARG,0.0,daniel-altmaier,,,Daniel Altmaier,R,0,GER,0.0,6-1  7-5 .,3,R128,82,5,2,31,58,18,8,9,4,9,7,4,37,59,28,12,10,4,6,0,0,0,0
2025-421,Toronto,Hard,32,A,,51,nuno-borges,30,,Nuno Borges,R,0,POR,0.0,facundo-bagnis,,Q,Facundo Bagnis,R,0,ARG,0.0,5-7  7-6(3) 6-2 .,3,R64,169,15,0,73,111,55,22,16,3,4,5,1,92,134,62,21,16,11,13,0,0,0,0
2025-418,Washington,Clay,32,A,,51,corentin-moutet,,LL,Corentin Moutet,R,0,FRA,0.0,daniel-evans,,WC,Daniel Evans,R,0,GBR,0.0,6-2  7-6(4).,3,R16,100,2,3,37,62,20,13,10,3,7,3,5,29,56,23,15,10,0,2,0,0,0,0
2025-422,Cincinnati,Hard,32,A,,51,terence-atmane,,Q,Terence Atmane,R,0,FRA,0.0,yoshihito-nishioka,,,Yoshihito Nishioka,R,0,JPN,0.0,6-2  6-2 .,3,R128,80,7,2,28,44,23,8,8,2,3,2,5,51,81,29,9,8,14,19,0,0,0,0
2025-404,Indian Wells,Hard,32,A,,50,yunchaokete-bu,,,Yunchaokete Bu,R,0,CHN,0.0,nishesh-basavareddy,,WC,Nishesh Basavareddy,R,0,USA,0.0,7-5  6-4 .,3,R128,102,1,1,33,62,27,17,11,0,1,3,4,37,68,29,12,11,4,7,0,0,0,0
2025-1536,Madrid,Clay,32,A,,50,nuno-borges,,,Nuno Borges,R,0,POR,0.0,pablo-carreno busta,,WC,Pablo Carreno Busta,R,0,ESP,0.0,6-7(7) 7-6(3) 6-3 .,3,R128,152,10,2,63,106,50,28,17,2,2,3,2,56,99,43,28,16,3,4,0,0,0,0
2025-403,Miami,Hard,32,A,,50,federico-cina,,WC,Federico Cina,R,0,ITA,0.0,francisco-comesana,,Q,Francisco Comesana,R,0,ARG,0.0,7-6(4) 7-6(2).,3,R128,107,15,2,53,79,36,16,12,2,4,3,1,64,84,46,10,12,3,5,0,0,0,0
2025-410,Monte Carlo,Clay,32,A,,50,nuno-borges,,,Nuno Borges,R,0,POR,0.0,pedro-martinez,,,Pedro Martinez,R,0,ESP,0.0,7-5 6-7(4) 6-4 .,3,R32,188,10,4,67,113,45,26,17,6,9,3,5,94,132,57,20,17,12,17,0,0,0,0
2025-416,Rome,Clay,32,A,,50,luciano-darderi,,,Luciano Darderi,R,0,ITA,0.0,yunchaokete-bu,,,Yunchaokete Bu,R,0,CHN,0.0,7-6(4) 6-3 .,3,R128,111,4,2,35,70,27,18,11,1,3,7,3,36,65,26,20,10,2,2,0,0,0,0
2025-421,Toronto,Hard,32,A,,50,matteo-arnaldi,32,,Matteo Arnaldi,R,0,ITA,0.0,tristan-schoolkate,,Q,Tristan Schoolkate,R,0,AUS,0.0,6-3  3-6  6-3 .,3,R64,129,6,7,46,84,35,18,13,6,9,12,8,48,96,40,22,14,6,8,0,0,0,0
2025-418,Washington,Clay,32,A,,50,taylor-fritz,1,,Taylor Fritz,R,0,USA,0.0,aleksandar-vukic,,,Aleksandar Vukic,R,0,AUS,0.0,6-3  6-2 .,3,R32,59,11,2,33,48,29,9,9,1,1,9,1,32,52,21,8,8,1,4,0,0,0,0
2025-422,Cincinnati,Hard,32,A,,50,sebastian-baez,,,Sebastian Baez,R,0,ARG,0.0,david-goffin,,,David Goffin,R,0,BEL,0.0,6-1  6-3 .,3,R128,76,2,2,37,59,29,12,8,4,4,3,3,35,61,19,12,8,4,8,0,0,0,0
2025-9900,Perth Sydney,Hard,32,A,,50,taylor-fritz,1,,Taylor Fritz,R,0,USA,0.0,hubert-hurkacz,2,,Hubert Hurkacz,R,0,POL,0.0,6-4  5-7  7-6(4).,3,F,138,13,3,65,62,82,59,17,0,0,17,0,67,64,80,63,17,50,1,0,0,0,0
2025-425,Barcelona,Clay,32,A,,49,holger-rune,6,,Holger Rune,R,0,DEN,0.0,carlos-alcaraz,1,,Carlos Alcaraz,R,0,ESP,0.0,7-6(6) 6-2 .,3,F,100,1,0,40,57,26,9,10,2,5,0,1,52,72,36,11,10,4,5,0,0,0,0
2025-339,Brisbane,Hard,32,A,,49,jiri-lehecka,,,Jiri Lehecka,R,0,CZE,0.0,reilly-opelka,PR,,Reilly Opelka,R,0,USA,0.0,4-1 RET.,3,F,13,0,0,9,9,4,0,2,0,1,3,0,10,15,10,2,3,0,0,0,0,0,0
2025-404,Indian Wells,Hard,32,A,,49,gabriel-diallo,,LL,Gabriel Diallo,R,0,CAN,0.0,zhizhen-zhang,,,Zhizhen Zhang,R,0,CHN,0.0,2-6  6-2  7-6(7).,3,R128,168,11,2,64,96,49,16,14,7,9,9,3,69,100,48,17,14,6,8,0,0,0,0
2025-1536,Madrid,Clay,32,A,,49,alexander-bublik,,,Alexander Bublik,R,0,KAZ,0.0,alex-michelsen,,,Alex Michelsen,R,0,USA,0.0,7-6(2) 7-6(4).,3,R128,105,1,0,61,86,46,10,12,7,8,11,3,61,93,44,19,12,8,9,0,0,0,0
2025-403,Miami,Hard,32,A,,49,david-goffin,,,David Goffin,R,0,BEL,0.0,aleksandar-vukic,,,Aleksandar Vukic,R,0,AUS,0.0,2-6  6-4  6-2 .,3,R128,103,4,2,45,77,34,11,13,2,6,12,2,43,76,34,15,13,3,6,0,0,0,0
2025-410,Monte Carlo,Clay,32,A,,49,alejandro-davidovich fokina,,,Alejandro Davidovich Fokina,R,0,ESP,0.0,tomas martin-etcheverry,,,Tomas Martin Etcheverry,R,0,ARG,0.0,7-6(2) 6-3 .,3,R32,113,6,2,44,82,28,17,11,6,9,4,2,41,70,31,17,10,7,8,0,0,0,0
2025-416,Rome,Clay,32,A,,49,laslo-djere,,,Laslo Djere,R,0,SRB,0.0,tomas martin-etcheverry,,,Tomas Martin Etcheverry,R,0,ARG,0.0,6-3  6-2 .,3,R128,74,1,2,25,41,21,12,8,0,0,2,2,32,51,21,7,9,3,7,0,0,0,0
2025-421,Toronto,Hard,32,A,,49,emilio-nava,,Q,Emilio Nava,R,0,USA,0.0,terence-atmane,,,Terence Atmane,R,0,FRA,0.0,6-2  7-5 .,3,R64,87,8,5,39,62,35,8,10,1,1,4,5,37,66,25,14,10,6,9,0,0,0,0
2025-418,Washington,Clay,32,A,,49,learner-tien,,,Learner Tien,R,0,USA,0.0,andrey-rublev,5,,Andrey Rublev,R,0,RUS,0.0,7-5  6-2 .,3,R32,91,6,5,44,77,28,20,10,7,8,6,8,33,62,26,9,10,2,6,0,0,0,0
2025-422,Cincinnati,Hard,32,A,,49,zizou-bergs,,,Zizou Bergs,R,0,BEL,0.0,jacob-fearnley,,,Jacob Fearnley,R,0,GBR,0.0,6-1  6-4 .,3,R128,80,8,6,29,56,25,12,9,1,2,2,6,31,51,20,6,8,5,9,0,0,0,0
2025-425,Barcelona,Clay,32,A,,48,carlos-alcaraz,1,,Carlos Alcaraz,R,0,ESP,0.0,arthur-fils,7,,Arthur Fils,R,0,FRA,0.0,6-2  6-4 .,3,SF,75,2,2,39,53,30,9,9,1,1,3,4,36,56,21,10,9,2,5,0,0,0,0
2025-339,Brisbane,Hard,32,A,,48,jiri-lehecka,,,Jiri Lehecka,R,0,CZE,0.0,grigor-dimitrov,2,,Grigor Dimitrov,R,0,BUL,0.0,6-4 4-4 RET.,3,SF,83,4,3,26,52,22,17,9,0,0,6,2,32,49,24,12,9,1,2,0,0,0,0
2025-404,Indian Wells,Hard,32,A,,48,damir-dzumhur,,Q,Damir Dzumhur,R,0,BIH,0.0,roberto-bautista agut,,,Roberto Bautista Agut,R,0,ESP,0.0,6-4  1-6  7-6(4).,3,R128,149,2,2,61,102,37,23,15,4,8,1,1,57,86,36,13,14,3,8,0,0,0,0
2025-1536,Madrid,Clay,32,A,,48,juan manuel-cerundolo,,Q,Juan Manuel Cerundolo,R,0,ARG,0.0,aleksandar-kovacevic,,,Aleksandar Kovacevic,R,0,USA,0.0,3-6  7-5  6-2 .,3,R128,146,9,6,68,105,50,18,14,9,10,3,4,48,88,36,21,15,5,8,0,0,0,0
2025-403,Miami,Hard,32,A,,48,quentin-halys,,,Quentin Halys,R,0,FRA,0.0,thiago-seyboth wild,,,Thiago Seyboth Wild,R,0,BRA,0.0,6-3  6-4 .,3,R128,75,8,1,39,54,28,6,9,4,6,13,3,35,62,29,15,10,1,1,0,0,0,0
2025-410,Monte Carlo,Clay,32,A,,48,matteo-berrettini,,,Matteo Berrettini,R,0,ITA,0.0,alexander-zverev,1,,Alexander Zverev,R,0,GER,0.0,2-6  6-3  7-5 .,3,R32,148,6,6,60,85,38,16,14,4,7,4,0,56,87,39,17,15,2,5,0,0,0,0
2025-416,Rome,Clay,32,A,,48,vilius-gaubas,,Q,Vilius Gaubas,R,0,LTU,0.0,damir-dzumhur,,,Damir Dzumhur,R,0,BIH,0.0,7-6(3) 2-6  6-4 .,3,R128,147,0,0,77,103,43,15,15,6,12,0,1,54,85,36,12,15,2,7,0,0,0,0
2025-421,Toronto,Hard,32,A,,48,corentin-moutet,,,Corentin Moutet,R,0,FRA,0.0,jenson-brooksby,PR,,Jenson Brooksby,R,0,USA,0.0,6-2  6-1 .,3,R128,73,1,1,18,37,15,11,7,0,1,2,5,30,53,15,6,8,8,14,0,0,0,0
2025-418,Washington,Clay,32,A,,48,frances-tiafoe,6,,Frances Tiafoe,R,0,USA,0.0,aleksandar-kovacevic,,,Aleksandar Kovacevic,R,0,USA,0.0,7-5  3-6  6-3 .,3,R32,115,12,3,58,84,42,16,15,3,5,12,3,46,80,40,21,15,2,3,0,0,0,0
2025-422,Cincinnati,Hard,32,A,,48,benjamin-bonzi,,,Benjamin Bonzi,R,0,FRA,0.0,matteo-arnaldi,,,Matteo Arnaldi,R,0,ITA,0.0,6-7(1) 6-3  6-4 .,3,R128,177,5,2,72,128,53,31,16,10,10,4,6,48,95,35,28,15,4,6,0,0,0,0
2025-9900,Perth Sydney,Hard,32,A,,48,taylor-fritz,1,,Taylor Fritz,R,0,USA,0.0,tomas-machac,8,,Tomas Machac,R,0,CZE,0.0,7-6(4) 6-5 RET.,3,SF,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-425,Barcelona,Clay,32,A,,47,holger-rune,6,,Holger Rune,R,0,DEN,0.0,karen-khachanov,,,Karen Khachanov,R,0,RUS,0.0,6-3  6-2 .,3,SF,67,0,2,28,47,13,11,9,2,6,2,1,30,43,22,11,8,0,0,0,0,0,0
2025-339,Brisbane,Hard,32,A,,47,reilly-opelka,PR,,Reilly Opelka,R,0,USA,0.0,giovanni-mpetshi perricard,,,Giovanni Mpetshi Perricard,R,0,FRA,0.0,6-3  7-6(4).,3,SF,86,12,2,45,64,38,13,11,4,4,10,5,48,69,38,9,10,1,2,0,0,0,0
2025-404,Indian Wells,Hard,32,A,,47,marcos-giron,,,Marcos Giron,R,0,USA,0.0,nikoloz-basilashvili,,Q,Nikoloz Basilashvili,R,0,GEO,0.0,7-5  7-6(3).,3,R128,110,11,1,45,72,33,16,12,1,2,2,2,46,93,32,24,12,5,7,0,0,0,0
2025-1536,Madrid,Clay,32,A,,47,federico-cina,,WC,Federico Cina,R,0,ITA,0.0,coleman-wong,,WC,Coleman Wong,R,0,HKG,0.0,7-6(5) 6-1 .,3,R128,78,1,0,42,63,32,15,10,2,2,2,0,41,58,28,10,9,2,4,0,0,0,0
2025-403,Miami,Hard,32,A,,47,rinky-hijikata,,,Rinky Hijikata,R,0,AUS,0.0,hamad-medjedovic,,,Hamad Medjedovic,R,0,SRB,0.0,7-5  3-6  7-5 .,3,R128,147,4,2,67,95,44,13,16,6,11,14,3,70,107,44,18,17,4,10,0,0,0,0
2025-410,Monte Carlo,Clay,32,A,,47,jack-draper,5,,Jack Draper,R,0,GBR,0.0,marcos-giron,,,Marcos Giron,R,0,USA,0.0,6-1  6-1 .,3,R32,61,5,2,27,43,22,9,7,4,4,0,0,21,46,14,6,7,5,10,0,0,0,0
2025-416,Rome,Clay,32,A,,47,tallon-griekspoor,,,Tallon Griekspoor,R,0,NED,0.0,miomir-kecmanovic,,,Miomir Kecmanovic,R,0,SRB,0.0,4-6  6-3  6-0 .,3,R128,94,16,1,54,73,43,8,13,2,4,3,6,46,71,28,8,12,2,7,0,0,0,0
2025-421,Toronto,Hard,32,A,,47,tristan-boyer,,Q,Tristan Boyer,R,0,USA,0.0,aleksandar-kovacevic,,,Aleksandar Kovacevic,R,0,USA,0.0,7-5  7-6(3).,3,R128,121,5,3,46,79,38,17,12,2,2,12,9,56,97,41,18,12,6,7,0,0,0,0
2025-418,Washington,Clay,32,A,,47,alex-de minaur,7,,Alex de Minaur,R,0,AUS,0.0,yunchaokete-bu,,,Yunchaokete Bu,R,0,CHN,0.0,7-6(5) 6-2 .,3,R32,109,2,1,40,67,29,18,10,2,3,6,3,28,64,20,18,10,4,7,0,0,0,0
2025-422,Cincinnati,Hard,32,A,,47,roberto-carballes baena,,,Roberto Carballes Baena,R,0,ESP,0.0,hugo-gaston,,,Hugo Gaston,R,0,FRA,0.0,6-4  5-7  6-3 .,3,R128,154,1,4,57,100,41,24,16,6,9,3,2,52,79,36,14,15,2,6,0,0,0,0
2025-425,Barcelona,Clay,32,A,,46,carlos-alcaraz,1,,Carlos Alcaraz,R,0,ESP,0.0,alex-de minaur,5,,Alex de Minaur,R,0,AUS,0.0,7-5  6-3 .,3,QF,99,0,2,43,62,31,9,11,1,3,1,6,40,77,23,19,10,4,8,0,0,0,0
2025-339,Brisbane,Hard,32,A,,46,reilly-opelka,PR,,Reilly Opelka,R,0,USA,0.0,novak-djokovic,1,,Novak Djokovic,R,0,SRB,0.0,7-6(6) 6-3 .,3,QF,100,8,1,53,73,38,12,10,4,5,16,1,49,64,38,13,11,1,1,0,0,0,0
2025-404,Indian Wells,Hard,32,A,,46,tallon-griekspoor,,,Tallon Griekspoor,R,0,NED,0.0,miomir-kecmanovic,,,Miomir Kecmanovic,R,0,SRB,0.0,6-7(5) 6-4  6-3 .,3,R128,135,6,3,55,93,43,19,16,2,5,12,6,59,99,46,23,15,3,3,0,0,0,0
2025-1536,Madrid,Clay,32,A,,46,flavio-cobolli,,,Flavio Cobolli,R,0,ITA,0.0,fabian-marozsan,,,Fabian Marozsan,R,0,HUN,0.0,7-6(4) 7-5 .,3,R128,115,3,6,56,95,39,14,12,7,10,3,3,47,84,31,20,12,5,7,0,0,0,0
2025-403,Miami,Hard,32,A,,46,miomir-kecmanovic,,,Miomir Kecmanovic,R,0,SRB,0.0,aleksandar-kovacevic,,,Aleksandar Kovacevic,R,0,USA,0.0,6-4  6-4 .,3,R128,91,10,2,34,57,27,11,10,1,3,7,3,48,81,39,14,10,9,9,0,0,0,0
2025-410,Monte Carlo,Clay,32,A,,46,stefanos-tsitsipas,6,,Stefanos Tsitsipas,R,0,GRE,0.0,jordan-thompson,,,Jordan Thompson,R,0,AUS,0.0,4-6  6-4  6-2 .,3,R32,121,5,1,48,78,34,15,14,5,9,6,2,40,82,32,25,14,5,7,0,0,0,0
2025-416,Rome,Clay,32,A,,46,vit-kopriva,,Q,Vit Kopriva,R,0,CZE,0.0,quentin-halys,,,Quentin Halys,R,0,FRA,0.0,6-4  6-3 .,3,R128,93,2,5,33,56,26,11,9,1,2,3,2,48,72,33,6,10,5,9,0,0,0,0
2025-421,Toronto,Hard,32,A,,46,yunchaokete-bu,,,Yunchaokete Bu,R,0,CHN,0.0,vit-kopriva,,,Vit Kopriva,R,0,CZE,0.0,7-6(4) 6-2 .,3,R128,110,3,6,39,75,28,12,10,11,14,11,0,35,68,30,15,10,2,3,0,0,0,0
2025-418,Washington,Clay,32,A,,46,daniil-medvedev,8,,Daniil Medvedev,R,0,RUS,0.0,reilly-opelka,,,Reilly Opelka,R,0,USA,0.0,3-6  7-5  6-1 .,3,R32,120,14,6,46,76,40,16,14,1,2,16,7,56,99,43,19,14,10,13,0,0,0,0
2025-422,Cincinnati,Hard,32,A,,46,tomas martin-etcheverry,,,Tomas Martin Etcheverry,R,0,ARG,0.0,juncheng-shang,,,Juncheng Shang,R,0,CHN,0.0,6-7(5) 7-6(4) 6-4 .,3,R128,219,16,2,66,120,47,32,17,5,7,5,3,73,114,56,18,17,3,6,0,0,0,0
2025-9900,Perth Sydney,Hard,32,A,,46,hubert-hurkacz,2,,Hubert Hurkacz,R,0,POL,0.0,alexander-shevchenko,9,,Alexander Shevchenko,R,0,KAZ,0.0,6-3  6-2 .,3,SF,58,1,1,69,34,53,60,8,25,1,10,0,76,35,80,73,9,0,0,0,0,0,0
2025-425,Barcelona,Clay,32,A,,45,holger-rune,6,,Holger Rune,R,0,DEN,0.0,casper-ruud,2,,Casper Ruud,R,0,NOR,0.0,6-4  6-2 .,3,QF,87,0,2,29,55,23,13,9,3,4,2,3,30,58,18,13,9,3,7,0,0,0,0
2025-339,Brisbane,Hard,32,A,,45,grigor-dimitrov,2,,Grigor Dimitrov,R,0,BUL,0.0,jordan-thompson,8,,Jordan Thompson,R,0,AUS,0.0,6-1 2-1 RET.,3,QF,43,1,1,12,26,7,6,5,1,4,1,1,21,31,19,5,5,0,0,0,0,0,0
2025-404,Indian Wells,Hard,32,A,,45,fabian-marozsan,,,Fabian Marozsan,R,0,HUN,0.0,pedro-martinez,,,Pedro Martinez,R,0,ESP,0.0,6-3  6-2 .,3,R128,63,10,0,31,46,25,12,9,1,1,1,3,31,49,22,5,8,5,8,0,0,0,0
2025-1536,Madrid,Clay,32,A,,45,francisco-comesana,,,Francisco Comesana,R,0,ARG,0.0,pedro-martinez,,,Pedro Martinez,R,0,ESP,0.0,6-4  6-4 .,3,R128,108,16,3,47,66,39,6,10,6,7,0,2,60,84,38,10,10,6,9,0,0,0,0
2025-403,Miami,Hard,32,A,,45,nick-kyrgios,PR,,Nick Kyrgios,R,0,AUS,0.0,mackenzie-mcdonald,,Q,Mackenzie McDonald,R,0,USA,0.0,3-6  6-3  6-4 .,3,R128,103,7,2,60,84,39,13,14,4,7,13,3,58,75,45,7,14,1,3,0,0,0,0
2025-410,Monte Carlo,Clay,32,A,,45,nuno-borges,,,Nuno Borges,R,0,POR,0.0,holger-rune,10,,Holger Rune,R,0,DEN,0.0,6-2 3-0 RET.,3,R64,42,0,2,16,30,11,3,5,1,4,6,0,27,37,22,4,6,2,2,0,0,0,0
